0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
-0.702663	1.430359	-0.019574	126.000000	131.000000	126.000000
-0.700746	1.447731	-0.012636	132.000000	137.000000	132.000000
-0.692639	1.453378	-0.010381	134.000000	137.000000	133.000000
-0.686594	1.463192	-0.006461	135.000000	140.000000	135.000000
-0.684194	1.480588	0.000487	139.000000	142.000000	138.000000
-0.675015	1.484460	0.002034	141.000000	142.000000	138.000000
-0.666217	1.489129	0.003899	146.000000	146.000000	140.000000
-0.656982	1.492899	0.005405	147.000000	148.000000	144.000000
-0.646541	1.494056	0.005867	151.000000	151.000000	145.000000
-0.636886	1.496858	0.006986	157.000000	156.000000	148.000000
-0.622243	1.488449	0.003627	160.000000	158.000000	153.000000
-0.612637	1.491108	0.004689	160.000000	159.000000	151.000000
-0.600049	1.486812	0.002974	163.000000	160.000000	155.000000
-0.587540	1.482426	0.001222	161.000000	161.000000	155.000000
-0.578351	1.485748	0.002548	162.000000	162.000000	156.000000
-0.569141	1.489017	0.003854	163.000000	163.000000	157.000000
-0.559909	1.492234	0.005139	162.000000	160.000000	155.000000
-0.547915	1.488418	0.003615	161.000000	161.000000	155.000000
-0.537676	1.488891	0.003804	162.000000	162.000000	156.000000
-0.524472	1.481413	0.000817	162.000000	161.000000	161.000000
-0.515292	1.484376	0.002000	157.000000	160.000000	156.000000
-0.502896	1.478486	-0.000352	160.000000	161.000000	157.000000
-0.492794	1.478680	-0.000275	161.000000	160.000000	160.000000
-0.482093	1.477044	-0.000928	160.000000	161.000000	157.000000
-0.472941	1.479765	0.000159	160.000000	161.000000	157.000000
-0.464068	1.483321	0.001579	158.000000	159.000000	155.000000
-0.454876	1.485939	0.002625	156.000000	159.000000	158.000000
-0.445098	1.486724	0.002938	156.000000	159.000000	155.000000
-0.435326	1.487450	0.003229	157.000000	157.000000	157.000000
-0.423108	1.480076	0.000283	155.000000	158.000000	157.000000
-0.413938	1.482461	0.001236	153.000000	156.000000	155.000000
-0.404753	1.484794	0.002167	152.000000	155.000000	154.000000
-0.392748	1.477196	-0.000867	152.000000	155.000000	154.000000
-0.383597	1.479408	0.000016	148.000000	153.000000	151.000000
-0.375647	1.486072	0.002678	150.000000	153.000000	152.000000
-0.365253	1.483675	0.001721	150.000000	153.000000	152.000000
-0.355830	1.484827	0.002181	152.000000	155.000000	154.000000
-0.346629	1.486828	0.002980	152.000000	155.000000	154.000000
-0.337197	1.487871	0.003396	150.000000	153.000000	152.000000
-0.327551	1.487951	0.003429	148.000000	151.000000	150.000000
-0.318123	1.488883	0.003801	147.000000	152.000000	150.000000
-0.308495	1.488850	0.003788	149.000000	152.000000	151.000000
-0.299269	1.490582	0.004479	147.000000	152.000000	150.000000
-0.288330	1.484053	0.001872	147.000000	152.000000	150.000000
-0.278770	1.483844	0.001788	145.000000	151.000000	149.000000
-0.269577	1.485407	0.002412	147.000000	150.000000	149.000000
-0.260375	1.486916	0.003015	146.000000	150.000000	151.000000
-0.250833	1.486542	0.002866	146.000000	151.000000	149.000000
-0.241306	1.486111	0.002694	146.000000	151.000000	149.000000
-0.231793	1.485625	0.002499	147.000000	152.000000	150.000000
-0.222590	1.486919	0.003016	146.000000	149.000000	148.000000
-0.212957	1.485403	0.002411	147.000000	152.000000	150.000000
-0.203755	1.486590	0.002885	145.000000	150.000000	148.000000
-0.194546	1.487725	0.003338	145.000000	148.000000	147.000000
-0.184963	1.486042	0.002666	143.000000	149.000000	147.000000
-0.174943	1.480613	0.000498	142.000000	148.000000	146.000000
-0.165664	1.480661	0.000517	144.000000	149.000000	147.000000
-0.156599	1.482503	0.001252	144.000000	149.000000	147.000000
-0.147418	1.483369	0.001598	143.000000	148.000000	146.000000
-0.138231	1.484183	0.001923	145.000000	148.000000	147.000000
-0.129039	1.484944	0.002227	144.000000	149.000000	147.000000
-0.119922	1.486579	0.002880	145.000000	148.000000	147.000000
-0.110641	1.486310	0.002773	142.000000	147.000000	145.000000
-0.101436	1.486914	0.003014	142.000000	147.000000	145.000000
-0.092042	1.484685	0.002124	143.000000	148.000000	146.000000
-0.082848	1.485184	0.002323	142.000000	147.000000	145.000000
-0.073651	1.485629	0.002501	142.000000	148.000000	146.000000
-0.064407	1.485095	0.002288	141.000000	147.000000	145.000000
-0.054990	1.479868	0.000200	142.000000	147.000000	145.000000
-0.045920	1.482940	0.001427	140.000000	146.000000	144.000000
-0.036738	1.483175	0.001521	143.000000	146.000000	145.000000
-0.027500	1.480573	0.000481	141.000000	146.000000	144.000000
-0.018371	1.483489	0.001646	142.000000	147.000000	145.000000
-0.009185	1.483568	0.001678	144.000000	147.000000	146.000000
-0.000000	1.484522	0.002059	141.000000	147.000000	145.000000
0.009173	1.481710	0.000936	141.000000	146.000000	144.000000
0.018346	1.481632	0.000905	140.000000	146.000000	144.000000
0.027518	1.481501	0.000852	142.000000	147.000000	142.000000
0.036738	1.483175	0.001521	142.000000	148.000000	146.000000
0.045859	1.481083	0.000685	140.000000	146.000000	144.000000
0.055027	1.480796	0.000571	139.000000	145.000000	143.000000
0.064279	1.482312	0.001176	141.000000	146.000000	144.000000
0.073454	1.481919	0.001019	138.000000	144.000000	142.000000
0.082627	1.481475	0.000842	141.000000	146.000000	144.000000
0.091858	1.481905	0.001013	141.000000	146.000000	144.000000
0.101031	1.481355	0.000794	145.000000	145.000000	145.000000
0.110126	1.479827	0.000184	143.000000	146.000000	142.000000
0.119285	1.479173	-0.000077	140.000000	145.000000	143.000000
0.128696	1.481243	0.000749	140.000000	146.000000	144.000000
0.137220	1.474011	-0.002139	142.000000	147.000000	145.000000
0.146732	1.476900	-0.000986	141.000000	147.000000	145.000000
0.155870	1.476037	-0.001330	141.000000	146.000000	144.000000
0.165003	1.475123	-0.001695	144.000000	147.000000	143.000000
0.174129	1.474157	-0.002081	141.000000	147.000000	145.000000
0.183861	1.477747	-0.000647	140.000000	146.000000	144.000000
0.193133	1.477594	-0.000708	141.000000	146.000000	144.000000
0.202275	1.476468	-0.001158	139.000000	145.000000	143.000000
0.211409	1.475289	-0.001629	139.000000	145.000000	143.000000
0.220976	1.476814	-0.001020	140.000000	146.000000	144.000000
0.230265	1.476447	-0.001166	140.000000	145.000000	143.000000
0.239240	1.474192	-0.002067	141.000000	146.000000	144.000000
0.248524	1.473719	-0.002256	139.000000	145.000000	143.000000
0.257469	1.471362	-0.003198	141.000000	147.000000	145.000000
0.267099	1.472610	-0.002699	141.000000	146.000000	144.000000
0.277305	1.476540	-0.001129	140.000000	145.000000	143.000000
0.286439	1.474934	-0.001771	138.000000	144.000000	142.000000
0.295562	1.473276	-0.002433	136.000000	143.000000	143.000000
0.305880	1.477024	-0.000936	138.000000	144.000000	142.000000
0.315016	1.475255	-0.001642	137.000000	143.000000	141.000000
0.324141	1.473434	-0.002370	137.000000	143.000000	141.000000
0.333253	1.471561	-0.003118	137.000000	143.000000	141.000000
0.342353	1.469636	-0.003887	136.000000	144.000000	141.000000
0.352826	1.473081	-0.002511	137.000000	143.000000	141.000000
0.363120	1.475555	-0.001523	135.000000	141.000000	141.000000
0.372489	1.474361	-0.002000	134.000000	142.000000	139.000000
0.381606	1.472212	-0.002858	134.000000	140.000000	140.000000
0.391474	1.472706	-0.002661	135.000000	141.000000	139.000000
0.402145	1.475829	-0.001413	132.000000	139.000000	139.000000
0.411804	1.475301	-0.001624	131.000000	140.000000	139.000000
0.421473	1.474715	-0.001858	130.000000	139.000000	140.000000
0.431427	1.474964	-0.001759	132.000000	139.000000	139.000000
